location,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
5.4,Refused Derived Fuels,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.5,Organic Residue,kCal/kg,412,0.0,0.0,414.0,414.0,0.0,0.0,0.0,0.0,1501.0,0.0,0.0,514.8603351955308,
5.6,Organic Liquid Solvents,kCal/kg,2643,2294.0,2333.0,2297.0,2309.0,2098.0,2024.0,1898.7644,1894.7242,1896.0,1897.221033,0.0,2111.7552379564636,
5.7,Dolochar,kCal/kg,0,0.0,0.0,0.0,0.0,3021.0,3021.0,0.0,0.0,0.0,0.0,0.0,3020.9999999999995,
5.8,Spent Coffee,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.1,PPF oil (Used for blast furnace Light up),kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,
6,Biomass fuels  lower Heating Values (on dry basis),,,,,,,,,,,,,,,
6.1,Sewage sludge,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.2,"Wood, non impregnated saw dust",kCal/kg,2060,2168.0,2178.0,2177.0,2180.0,2175.0,2129.0,1937.0,1843.0,1465.0,1531.269564,0.0,1933.0038728966863,
6.3,"Paper, carton",kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.4,Animal meal,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.5,Animal bone meal,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.6,Animal fat,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.7,"Agricultural, organic, diaper waste, charcoal",kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.8,Other biomass,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.9,Rice husk,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.1,Biomass content from alternate fuels,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,
B),Steel Plant Power Generation (including light up / start up & emergency DG  sets if any),,,,,,,,,,,,,,,
1,Conventional fossil fuels consumption in Steel Plant Power Generation,,,,,,,,,,,,,,,
1.1,RB1,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.2,RB2,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.3,RB3,Tons,1328.34,0.0,265.04,0.0,141.0,237.16,121.76,0.0,0.0,0.0,0.0,0.0,2093.3,
1.4,Indigenous Coking Coal,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.5,Imported Coking Coal HM Trading,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.6,Imported Coking Coal HC Saudi,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.7,US Coking Coal,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.8,Indian Coal,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.9,US coal(NCV-6900),Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1,US coal(NCV-6250),Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.11,Indigenous G5 Coal,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.12,Indigenous G6 Coal,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.13,Indigenous G7 Coal,Tons,1633.66,4187.0,4667.16,3129.0,1595.0,1085.04,3137.8,0.0,0.0,0.0,0.0,0.0,19434.66,
1.14,Indigenous G8 Coal,Tons,1500,0.0,967.0,670.0,363.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,3700.0,
1.15,Indigenous G11 Coal,Tons,2152,1881.98,565.0,672.0,977.0,5063.8,2642.74,4127.16,6511.53,7141.0,7954.09,0.0,39688.3,
1.16,Indigenous G13 Coal,Tons,0,0.0,0.0,0.0,0.0,0.0,2023.7,4839.84,1843.47,807.0,338.91,0.0,9852.92,
1.17,Washed Coal,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.18,Australian Coal,Tons,1955,1534.02,881.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4370.82,
1.19,Carbonaceous Shale,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.2,Heavy Fuel,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.21,Diesel oil,Tons,0.08263000000000001,0.1280765,0.0983297,0.0305731,0.0231364,0.0462728,0.043793900000000004,0.04792540000000001,0.0462728,0.0454465,0.0,0.0,0.5924571000000002,
1.22,Lignite,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.23.1,Heavy Fuel,Kilolitre (KL),0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.23.2,Heavy Fuel density,kg/L,,,,,,,,,,,,,,
1.24.2,Diesel oil,Kilolitre (KL),0.1,0.155,0.119,0.037,0.028,0.056,0.053,0.058,0.056,0.055,0.0,0.0,0.7170000000000002,
1.24.2,Diesel oil density,kg/L,0.8263,0.8263,0.8263,0.8263,0.8263,0.8263,0.8263,0.8263,0.8263,0.8263,0.8263,0.8263,0.8263,
,,, ,,,,,,,,,,,,,
2,Alternate fuels consumption in Steel Plant Power Generation,,,,,,,,,,,,,,,
2.1,Steel Scrap,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.2,Carbon Additive,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.3,Shredded Plastic,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.4,Refused Derived Fuels,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.5,Organic Residue,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.6,Organic Liquid Solvents,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.8,Dolochar,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.9,Spent Coffee,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,
3,Biomass fuels consumption in Steel Plant Power Generation,,,,,,,,,,,,,,,
3.1,Sewage sludge,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.2,"Wood, non impregnated saw dust",Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.3,"Paper, carton",Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.4,Animal meal,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.5,Animal bone meal,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.6,Animal fat,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.7,"Agricultural, organic, diaper waste, charcoal",Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.8,Other biomass,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.9,Rice husk,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.1,Biomass content from alternate fuels,Tons,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,
4,Conventional fossil fuels lower Heating Values (on dry basis),,,,,,,,,,,,,,,
4.1,RB1,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2,RB2,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.3,RB3,kCal/kg,4518,4338.0,4262.0,4262.0,4256.0,4792.0,4262.0,4262.0,4262.0,4262.0,4262.0,0.0,4484.091358142645,
4.4,Indigenous Coking Coal,kCal/kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.5,Imported Coking Coal HM Trading,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.6,Imported Coking Coal HC Saudi,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.7,US Coking Coal,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.8,Indian Coal,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.9,US coal(NCV-6900),kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.1,US coal(NCV-6250),kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.11,Indigenous G5 Coal,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.12,Indigenous G6 Coal,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.13,Indigenous G7 Coal,kCal/kg,3781.0,3739.0,4032.0,3956.0,3977.0,4037.0,3970.0,0.0,0.0,0.0,0.0,0.0,3921.2963879995846,
4.14,Indigenous G8 Coal,kCal/kg,3514.0,0.0,4050.0,3974.0,3974.0,3974.0,3622.0,0.0,0.0,0.0,0.0,0.0,3788.349189189189,
4.15,Indigenous G11 Coal,kCal/kg,3628.0,3428.0,3872.0,3796.0,3795.0,3313.0,3072.0,3526.0,3538.0,4093.0,3647.0,0.0,3613.8331863546687,
4.16,Indigenous G13 Coal,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,2884.0,3169.0,2903.0,3626.0,2996.0,0.0,3092.175063838943,
4.17,Washed Coal,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.18000000000001,Australian Coal,kCal/kg,2406.0,2226.0,2234.0,2234.0,2234.0,2234.0,2209.0,2209.0,2209.0,2209.0,2209.0,0.0,2308.125184747942,
4.19000000000001,Carbonaceous Shale,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.20000000000001,Heavy Fuel,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.21000000000001,Diesel oil,kCal/kg,11840.0,11840.0,11840.0,11840.0,11840.0,11840.0,11840.0,11840.0,11840.0,11840.0,11840.0,0.0,11839.999999999998,
4.22000000000001,Lignite,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,
5,Alternate fuels lower Heating Values (on dry basis),,,,,,,,,,,,,,,
5.1,Steel Scrap,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.2,Carbon Additive,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.3,Shredded Plastic,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.4,Refused Derived Fuels,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.5,Organic Residue,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.6,Organic Liquid Solvents,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.7,Dolochar,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.8,Spent Coffee,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,
6,Biomass fuels  lower Heating Values (on dry basis),,,,,,,,,,,,,,,
6.1,Sewage sludge,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.2,"Wood, non impregnated saw dust",kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.3,"Paper, carton",kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.4,Animal meal,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.5,Animal bone meal,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.6,Animal fat,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.7,"Agricultural, organic, diaper waste, charcoal",kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.8,Other biomass,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.9,Rice husk,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.1,Biomass content from alternate fuels,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,
D),Steel Mill ( steel mill) ,,,,,,,,,,,,,,,
1,Conventional fossil fuels consumption in Steel Mill ( steel mill) ,,,,,,,,,,,,,,,
1.1,RB1,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.2,RB2,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.3,RB3,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.4,Indigenous Coking Coal,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.5,Imported Coking Coal HM Trading,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.6,Imported Coking Coal HC Saudi,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.7,US Coking Coal,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.8,Indian Coal,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.9,US coal(NCV-6900),Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1,US coal(NCV-6250),Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.11,Indigenous G5 Coal,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.12,Indigenous G6 Coal,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.13,Indigenous G7 Coal,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.14,Indigenous G8 Coal,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.15,Indigenous G11 Coal,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.16,Indigenous G13 Coal,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.17,Washed Coal,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.18,Australian Coal,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.19,Carbonaceous Shale,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.2,Heavy Fuel,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.21,Diesel oil,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.22,Lignite,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.23.1,Heavy Fuel,Kilolitre (KL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.23.2,Heavy Fuel density,kg/L,,,,,,,,,,,,,,
1.24.1,Diesel oil,Kilolitre (KL),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.24.2,Diesel oil density,kg/L,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2,Alternate fuels consumption in Steel Mill (steel mill),,,,,,,,,,,,,,,
2.1,Steel Scrap,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.2,Carbon Additive,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.3,Shredded Plastic,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.4,Refused Derived Fuels,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.5,Organic Residue,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.6,Organic Liquid Solvents,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.8,Dolochar,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2.9,Spent Coffee,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,
3,Biomass fuels  consumption in Steel Mill (steel mill),,,,,,,,,,,,,,,
3.1,Sewage sludge,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.2,"Wood, non impregnated saw dust",Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.3,"Paper, carton",Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.4,Animal meal,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.5,Animal bone meal,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.6,Animal fat,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.7,"Agricultural, organic, diaper waste, charcoal",Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.8,Other biomass,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.9,Rice husk,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.1,Biomass content from alternate fuels,Tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,
4,Conventional fossil fuels lower Heating Values (on dry basis),,,,,,,,,,,,,,,
4.1,RB1,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.2,RB2,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.3,RB3,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.4,Indigenous Coking Coal,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.5,Imported Coking Coal HM Trading,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.6,Imported Coking Coal HC Saudi,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.7,US Coking Coal,kCal/kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.8,Indian Coal,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.9,US coal(NCV-6900),kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.1,US coal(NCV-6250),kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.11,Indigenous G5 Coal,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.12,Indigenous G6 Coal,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.13,Indigenous G7 Coal,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.14,Indigenous G8 Coal,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.15,Indigenous G11 Coal,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.16,Indigenous G13 Coal,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.17,Washed Coal,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.18,Australian Coal,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.19,Carbonaceous Shale,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.2,Heavy Fuel,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.21,Diesel oil,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.22,Lignite,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,
5,Alternate fuels lower Heating Values (on dry basis),,,,,,,,,,,,,,,
5.1,Steel Scrap,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
5.2,Carbon Additive,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
5.3,Shredded Plastic,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
5.4,Refused Derived Fuels,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
5.5,Organic Residue,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
5.6,Organic Liquid Solvents,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
5.8,Dolochar,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
5.9,Spent Coffee,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,
6,Biomass fuels lower Heating Values (on dry basis),,,,,,,,,,,,,,,
6.1,Sewage sludge,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.2,"Wood, non impregnated saw dust",kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.3,"Paper, carton",kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.4,Animal meal,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.5,Animal bone meal,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.6,Animal fat,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.7,"Agricultural, organic, diaper waste, charcoal",kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.8,Other biomass,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.9,Rice husk,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
6.1,Biomass content from alternate fuels,kCal/kg,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
COMPANY OWN VEHICLES,,,,,,,,,,,,,,,,
S.No,Parameter,Units,April,May,June,July,August,September,October,November,December,January,February,March,YOD,2023-24
,,,,,,,,,,,,,,,,
B),Fuel consumed by equipment and On-Site Vehicles ,,,,,,,,,,,,,,,
1,Diesel,kL,51.78,43.134,50.479,45.173,27.618,45.105,64.552,66.587,67.488,60.813,49.622,0,572.351,
2,Petrol/Gasoline,kL,48.086,70.209,75.16,47.779,34.998,65.182,49.36,37.895,30.108,60.261,59.039,0,578.077,
3,Other fossil fuels (specify),kL,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,Bio and mixed diesel,kL,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DG SETS,,,,,,,,,,,,,,,,
S.No,Parameter,Units,April,May,June,July,August,September,October,November,December,January,February,March,YOD,2023-24
1,Whether the DG set is company owned,Yes/No,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,
